truncated_sentence,genre,generated_sentence,model
The outside 4-inch,government, screens can help to eliminate distractions by reducing exposure to bright lights and making things easy in the night.,openai-community/gpt2
"class 1 ,",government," data = { ""title"": ""Blackface"", ""size"": 1 }, ""colors"" : [ { ""color"": ""red"" }, { ""color"": ""purple"" }, { ""color"": ""blue"" } },",openai-community/gpt2
"class 1 ,",government,"

"" max_level "" : 2,

' a_defaults_enabled "" : 1,

' vg_add_name "" : 1,

' name "" : "" VG_IN",openai-community/gpt2
"class 1 ,",government," - 3 /* * If 0x1 is not found with 0x4 and the user is unable to access that address, move that number to 0x2 (if one is available). */ //... if ( 1 ) { return",openai-community/gpt2
Telephone communication was,lore, considered the most common communication type and it has been in use for many centuries.,openai-community/gpt2
Telephone communication was,lore, a key part of the strategy.,openai-community/gpt2
Telephone communication was,lore, provided.,openai-community/gpt2
`` It's just,mystery,", you know, one of the things [the Trump administration] has talked about.",openai-community/gpt2
`` It's just,mystery, a matter of time.,openai-community/gpt2
`` It's just,mystery," a 'nuff say we don't know why. (laughs) Because if we're going to have a big, big conversation about it then all of this time our attention needs to be at it.

You know,",openai-community/gpt2
He had returned to,adventure," a state of extreme paranoia, according to former U.S. Attorney Preet Bharara and current U.S. Attorney Preet Bharara in New York City.

""They just went on. It was just like",openai-community/gpt2
He had returned to,adventure," the town, but his mother said he would not be returned.

""They were telling him he would go back to prison, if it was for money,"" said Fennal, his father, who said they believed the",openai-community/gpt2
He had returned to,adventure, Britain with his wife and two daughters in early 2004 for a holiday in Scotland.,openai-community/gpt2
The fashion show,news, that went live last month was nothing short of epic.,openai-community/gpt2
The fashion show,news,", with its usual cast of actresses all of a sudden, is no longer the place to be; it has been taken over by a small, mostly white force, and now the hosts stand as guests, with the usual number of women",openai-community/gpt2
The fashion show,news," also featured the new addition of one of the new characters, Dora the Explorer, to help get her down.",openai-community/gpt2
It is important that,religion," the US military know what it is doing,"" he said with some reluctance, ""but also that we must respond appropriately.""

While in Seoul on Friday evening, President Trump delivered a brief statement calling DPRK's rhetoric the most troubling",openai-community/gpt2
It is important that,religion," our efforts to bring these important issues under control and to show that education funding is not being invested into schools across the country,"" said the head of National Trust for Independent Schools, Professor Andy Green, in a statement. ""The Government",openai-community/gpt2
It is important that,religion," consumers be able to compare and evaluate services they receive,"" the statement said.",openai-community/gpt2
Pat pushed through,adventure," the Senate on Wednesday, promising to move to eliminate and replace the Affordable Care Act in the coming days.

""As we continue to debate repealing the ACA, we must now pass the most conservative and cost-effective Affordable Care Act",openai-community/gpt2
Pat pushed through,adventure," a more subtle design to protect the doors from accidental damage, or if a lock was broken, the doors would be open too while he performed CPR.

""The only indication he did was the blood from the left wrist,"" the",openai-community/gpt2
Pat pushed through,adventure, much of the process at the end of the war.,openai-community/gpt2
It is believed that,lore," the new law is aimed at encouraging parents to have sex before marriage, which is legal in some countries but only in Finland, Denmark, Denmark Estonia, Hungary and Slovenia.",openai-community/gpt2
It is believed that,lore," the two women, who have never met before, had already met at the National Farmers' Market on the outskirts of Cairo during lunchtime.",openai-community/gpt2
It is believed that,lore, the same type of problem could be overcome by switching to a simple algorithm.,openai-community/gpt2
"You'll see ,",romance, this is a basic method for adding some text to the page.,openai-community/gpt2
"You'll see ,",romance, and it will not be your fault.,openai-community/gpt2
"You'll see ,",romance," and if you like it, you'll go ahead and share it, because when you do that you're a fan.",openai-community/gpt2
